Date,Open,High,Low,Close,Adj Close,Volume
2012-06-25,2.066000,2.091300,2.006500,2.009600,2.009600,0
2012-07-02,2.008900,2.039000,1.975600,2.013700,2.013700,0
2012-07-09,2.027500,2.049700,2.007800,2.035100,2.035100,0
2012-07-16,2.036700,2.040100,1.992400,2.023200,2.023200,0
2012-07-23,2.022700,2.047200,2.003000,2.019200,2.019200,0
2012-07-30,2.021100,2.056800,2.001900,2.026200,2.026200,0
2012-08-06,2.027000,2.033300,2.008600,2.014100,2.014100,0
2012-08-13,2.013800,2.028600,1.995400,2.012600,2.012600,0
2012-08-20,2.014500,2.029400,1.995700,2.023100,2.023100,0
2012-08-27,2.023100,2.052900,2.005000,2.027700,2.027700,0
2012-09-03,2.027700,2.040500,2.007900,2.025300,2.025300,0
2012-09-10,2.025300,2.026700,1.992300,2.009300,2.009300,0
2012-09-17,2.009300,2.031200,1.993200,2.018800,2.018800,0
2012-09-24,2.018800,2.034100,2.003400,2.022600,2.022600,0
2012-10-01,2.022600,2.027800,1.997400,1.997400,1.997400,0
2012-10-08,2.028500,2.041800,2.011900,2.041800,2.041800,0
2012-10-15,2.042000,2.042200,2.008500,2.024700,2.024700,0
2012-10-22,2.026100,2.029700,2.000000,2.025200,2.025200,0
2012-10-29,2.025500,2.042300,2.008300,2.028800,2.028800,0
2012-11-05,2.029800,2.061700,2.011700,2.044500,2.044500,0
2012-11-12,2.044800,2.080900,2.027600,2.080600,2.080600,0
2012-11-19,2.082800,2.113700,2.055800,2.080100,2.080100,0
2012-11-26,2.080300,2.135500,2.056100,2.133900,2.133900,0
2012-12-03,2.134700,2.140300,2.058900,2.073500,2.073500,0
2012-12-10,2.074100,2.086900,2.052900,2.085100,2.085100,0
2012-12-17,2.084600,2.106000,2.043700,2.069300,2.069300,0
2012-12-24,2.077200,2.088800,2.022300,2.045100,2.045100,0
2012-12-31,2.045600,2.054000,2.027300,2.032400,2.032400,0
2013-01-07,2.032900,2.047700,2.003800,2.029700,2.029700,0
2013-01-14,2.029700,2.043700,2.011900,2.029800,2.029800,0
2013-01-21,2.039100,2.050300,2.006900,2.028500,2.028500,0
2013-01-28,2.028500,2.034500,1.965300,1.986400,1.986400,0
2013-02-04,1.986400,1.994900,1.938300,1.970100,1.970100,0
2013-02-11,1.970100,1.972500,1.948100,1.965200,1.965200,0
2013-02-18,1.965200,1.976700,1.935700,1.969100,1.969100,0
2013-02-25,1.972300,1.989000,1.959300,1.981100,1.981100,0
2013-03-04,1.980500,1.983900,1.941800,1.941900,1.941900,0
2013-03-11,1.944800,1.978800,1.928700,1.978800,1.978800,0
2013-03-18,1.981200,2.013100,1.962000,2.006500,2.006500,0
2013-03-25,2.006500,2.023800,1.987400,2.019000,2.019000,0
2013-04-01,2.015000,2.023000,1.980800,1.983200,1.983200,0
2013-04-08,1.983200,1.990300,1.951700,1.966200,1.966200,0
2013-04-15,1.966200,2.016900,1.950600,2.005200,2.005200,0
2013-04-22,2.005200,2.022900,1.983400,1.993300,1.993300,0
2013-04-29,1.997100,2.012000,1.980600,2.010000,2.010000,0
2013-05-06,2.005400,2.025300,1.988800,2.013800,2.013800,0
2013-05-13,1.998200,2.036400,1.989400,2.031200,2.031200,0
2013-05-20,2.032900,2.052800,2.016600,2.046900,2.046900,0
2013-05-27,2.016900,2.140800,2.016900,2.089900,2.089900,0
2013-06-03,2.139200,2.148100,2.087500,2.129100,2.129100,0
2013-06-10,2.127300,2.162000,2.096400,2.096400,2.096400,0
2013-06-17,2.096100,2.271700,2.096100,2.238500,2.238500,0
2013-06-24,2.255400,2.261200,2.169700,2.189200,2.189200,0
2013-07-01,2.226000,2.269000,2.206600,2.247500,2.247500,0
2013-07-08,2.247500,2.271000,2.232900,2.261900,2.261900,0
2013-07-15,2.266500,2.269800,2.200100,2.244000,2.244000,0
2013-07-22,2.239900,2.256500,2.199400,2.254400,2.254400,0
2013-07-29,2.249300,2.309600,2.234200,2.284000,2.284000,0
2013-08-05,2.247300,2.304500,2.247300,2.278500,2.278500,0
2013-08-12,2.247300,2.387500,2.247300,2.387500,2.387500,0
2013-08-19,2.389600,2.451600,2.345500,2.412000,2.412000,0
2013-08-26,2.445700,2.445700,2.325200,2.380700,2.380700,0
2013-09-02,2.445700,2.445700,2.281300,2.300600,2.300600,0
2013-09-09,2.445700,2.445700,2.254700,2.254700,2.254700,0
2013-09-16,2.277600,2.282800,2.166500,2.207500,2.207500,0
2013-09-23,2.377800,2.377800,2.179300,2.222700,2.222700,0
2013-09-30,2.253900,2.255300,2.174000,2.207500,2.207500,0
2013-10-07,2.207500,2.217800,2.161900,2.166000,2.166000,0
2013-10-14,2.176000,2.189900,2.143500,2.166100,2.166100,0
2013-10-21,2.166100,2.205300,2.150100,2.184400,2.184400,0
2013-10-28,2.186200,2.256500,2.163200,2.251700,2.251700,0
2013-11-04,2.254000,2.339600,2.226200,2.309300,2.309300,0
2013-11-11,2.312500,2.344900,2.288400,2.315900,2.315900,0
2013-11-18,2.315700,2.316200,2.247000,2.273800,2.273800,0
2013-11-25,2.275800,2.337300,2.262000,2.330800,2.330800,0
2013-12-02,2.330800,2.391400,2.321800,2.321800,2.321800,0
2013-12-09,2.321800,2.347000,2.289400,2.325000,2.325000,0
2013-12-16,2.325000,2.385600,2.300900,2.382700,2.382700,0
2013-12-23,2.356000,2.385000,2.333500,2.333500,2.333500,0
2013-12-30,2.357900,2.405700,2.308300,2.371500,2.371500,0
2014-01-06,2.371500,2.399500,2.344400,2.353500,2.353500,0
2014-01-13,2.353500,2.374200,2.323100,2.347500,2.347500,0
2014-01-20,2.349500,2.429700,2.318500,2.393200,2.393200,0
2014-01-27,2.393200,2.446800,2.386200,2.422300,2.422300,0
2014-02-03,2.407700,2.437500,2.357500,2.375200,2.375200,0
2014-02-10,2.375200,2.429800,2.368800,2.384100,2.384100,0
2014-02-17,2.384100,2.409300,2.340600,2.340600,2.340600,0
2014-02-24,2.340600,2.349800,2.313600,2.333400,2.333400,0
2014-03-03,2.333400,2.345500,2.297400,2.335600,2.335600,0
2014-03-10,2.308800,2.372900,2.308800,2.340500,2.340500,0
2014-03-17,2.340500,2.355700,2.307900,2.319800,2.319800,0
2014-03-24,2.319800,2.330900,2.244700,2.256100,2.256100,0
2014-03-31,2.256100,2.286100,2.230800,2.260700,2.260700,0
2014-04-07,2.233600,2.244900,2.168800,2.216000,2.216000,0
2014-04-14,2.213900,2.247000,2.196300,2.228200,2.228200,0
2014-04-21,2.228200,2.247000,2.193600,2.238800,2.238800,0
2014-04-28,2.238800,2.254600,2.201000,2.230700,2.230700,0
2014-05-05,2.215000,2.242400,2.198300,2.207500,2.207500,0
2014-05-12,2.207500,2.224000,2.184500,2.200000,2.200000,0
2014-05-19,2.210300,2.219600,2.187500,2.219000,2.219000,0
2014-05-26,2.219000,2.244100,2.203900,2.223600,2.223600,0
2014-06-02,2.236800,2.287000,2.223000,2.242800,2.242800,0
2014-06-09,2.242600,2.246500,2.203800,2.219600,2.219600,0
2014-06-16,2.219600,2.259100,2.204000,2.225300,2.225300,0
2014-06-23,2.226900,2.234000,2.178400,2.193900,2.193900,0
2014-06-30,2.173300,2.240500,2.172400,2.209800,2.209800,0
2014-07-07,2.190600,2.225000,2.190600,2.217500,2.217500,0
2014-07-14,2.203200,2.255900,2.190500,2.222300,2.222300,0
2014-07-21,2.222300,2.229300,2.194600,2.222100,2.222100,0
2014-07-28,2.222100,2.280400,2.203800,2.252300,2.252300,0
2014-08-04,2.235900,2.304100,2.235900,2.279000,2.279000,0
2014-08-11,2.279000,2.284800,2.248000,2.256400,2.256400,0
2014-08-18,2.256700,2.280800,2.227500,2.272900,2.272900,0
2014-08-25,2.262500,2.285000,2.221500,2.231600,2.231600,0
2014-09-01,2.231600,2.253100,2.216800,2.239300,2.239300,0
2014-09-08,2.237800,2.340100,2.224400,2.271900,2.271900,0
2014-09-15,2.334800,2.381900,2.318000,2.365000,2.365000,0
2014-09-22,2.364300,2.440100,2.348100,2.419800,2.419800,0
2014-09-29,2.413100,2.503000,2.400100,2.454900,2.454900,0
2014-10-06,2.495900,2.496400,2.356600,2.386000,2.386000,0
2014-10-13,2.423000,2.498900,2.377500,2.430700,2.430700,0
2014-10-20,2.430700,2.505000,2.419700,2.468900,2.468900,0
2014-10-27,2.466800,2.552100,2.389000,2.413500,2.413500,0
2014-11-03,2.423600,2.585100,2.423600,2.566600,2.566600,0
2014-11-10,2.553800,2.625000,2.529500,2.596800,2.596800,0
2014-11-17,2.596800,2.614900,2.512000,2.512000,2.512000,0
2014-11-24,2.514100,2.578800,2.490700,2.527200,2.527200,0
2014-12-01,2.560900,2.603500,2.541300,2.586100,2.586100,0
2014-12-08,2.583500,2.665600,2.573700,2.649600,2.649600,0
2014-12-15,2.629600,2.754800,2.629600,2.659300,2.659300,0
2014-12-22,2.639200,2.706200,2.634000,2.695200,2.695200,0
2014-12-29,2.678300,2.704100,2.637400,2.653200,2.653200,0
2015-01-05,2.677900,2.718700,2.625800,2.659700,2.659700,0
2015-01-12,2.621000,2.679000,2.593000,2.638700,2.638700,0
2015-01-19,2.603100,2.649100,2.545400,2.570700,2.570700,0
2015-01-26,2.584100,2.685400,2.547600,2.678800,2.678800,0
2015-02-02,2.678800,2.779100,2.651400,2.741600,2.741600,0
2015-02-09,2.758300,2.874200,2.754000,2.830900,2.830900,0
2015-02-16,2.825500,2.880800,2.806800,2.863300,2.863300,0
2015-02-23,2.864100,2.915300,2.828100,2.905000,2.905000,0
2015-03-02,2.836800,3.066800,2.834000,3.000100,3.000100,0
2015-03-09,3.057700,3.272000,3.056000,3.245000,3.245000,0
2015-03-16,3.244300,3.310300,3.206000,3.290400,3.290400,0
2015-03-23,3.231100,3.243300,3.090600,3.179500,3.179500,0
2015-03-30,3.253900,3.285000,3.120000,3.122200,3.122200,0
2015-04-06,3.089500,3.143100,3.019300,3.055300,3.055300,0
2015-04-13,3.068800,3.121800,3.001200,3.036700,3.036700,0
2015-04-20,3.037200,3.052900,2.948300,2.948300,2.948300,0
2015-04-27,2.947800,3.080500,2.879900,3.011100,3.011100,0
2015-05-04,3.021500,3.086500,2.975000,3.021300,3.021300,0
2015-05-11,2.973500,3.072900,2.952300,2.989900,2.989900,0
2015-05-18,2.995800,3.069700,2.985600,3.036700,3.036700,0
2015-05-25,3.074900,3.190100,3.074900,3.158400,3.158400,0
2015-06-01,3.185400,3.207900,3.098300,3.140200,3.140200,0
2015-06-08,3.142800,3.166000,3.061500,3.087100,3.087100,0
2015-06-15,3.126500,3.135200,3.028600,3.057800,3.057800,0
2015-06-22,3.090200,3.135800,3.056600,3.124400,3.124400,0
2015-06-29,3.167900,3.167900,3.083800,3.094000,3.094000,0
2015-07-06,3.158500,3.237900,3.126100,3.221100,3.221100,0
2015-07-13,3.165000,3.197400,3.110600,3.185200,3.185200,0
2015-07-20,3.186300,3.334500,3.151000,3.284200,3.284200,0
2015-07-27,3.350400,3.410400,3.307900,3.370800,3.370800,0
2015-08-03,3.424300,3.563000,3.400800,3.531600,3.531600,0
2015-08-10,3.507600,3.523200,3.418600,3.519300,3.519300,0
2015-08-17,3.484300,3.514800,3.441400,3.457800,3.457800,0
2015-08-24,3.501700,3.649800,3.484800,3.550200,3.550200,0
2015-08-31,3.559500,3.811100,3.559500,3.735000,3.735000,0
2015-09-07,3.839500,3.904100,3.762800,3.848100,3.848100,0
2015-09-14,3.865000,3.919600,3.785500,3.891400,3.891400,0
2015-09-21,3.917400,4.241100,3.882300,3.933000,3.933000,0
2015-09-28,3.971300,4.144300,3.934800,3.998800,3.998800,0
2015-10-05,3.926300,3.944900,3.720100,3.759100,3.759100,0
2015-10-12,3.761500,3.890100,3.735900,3.792500,3.792500,0
2015-10-19,3.914600,3.960300,3.843600,3.902300,3.902300,0
2015-10-26,3.871300,3.952500,3.824600,3.844700,3.844700,0
2015-11-02,3.838600,3.870600,3.744400,3.780100,3.780100,0
2015-11-09,3.776500,3.822500,3.703300,3.766900,3.766900,0
2015-11-16,3.862200,3.862200,3.701700,3.761200,3.761200,0
2015-11-23,3.700200,3.801300,3.688100,3.738400,3.738400,0
2015-11-30,3.841400,3.910500,3.720500,3.755900,3.755900,0
2015-12-07,3.755000,3.884000,3.717000,3.807800,3.807800,0
2015-12-14,3.868000,3.959800,3.847500,3.876300,3.876300,0
2015-12-21,3.976700,4.035300,3.912800,3.913000,3.913000,0
2015-12-28,3.909800,3.999200,3.836000,3.950000,3.950000,0
2016-01-04,3.960500,4.068700,3.955700,4.041500,4.041500,0
2016-01-11,4.020100,4.055400,3.966800,4.005900,4.005900,0
2016-01-18,4.042900,4.166900,3.998100,4.089500,4.089500,0
2016-01-25,4.092400,4.118800,4.001400,4.067000,4.067000,0
2016-02-01,3.994200,4.016900,3.835000,3.898500,3.898500,0
2016-02-08,3.894500,3.998400,3.864800,3.968200,3.968200,0
2016-02-15,4.008400,4.067500,3.967900,4.016400,4.016400,0
2016-02-22,4.027500,4.033500,3.916800,3.951900,3.951900,0
2016-02-29,3.993200,4.014100,3.650500,3.796100,3.796100,0
2016-03-07,3.754300,3.797800,3.586800,3.614000,3.614000,0
2016-03-14,3.578600,3.847000,3.572600,3.621100,3.621100,0
2016-03-21,3.619900,3.715800,3.573700,3.677200,3.677200,0
2016-03-28,3.653900,3.671800,3.529700,3.548600,3.548600,0
2016-04-04,3.548600,3.704900,3.531500,3.586200,3.586200,0
2016-04-11,3.584100,3.587700,3.446400,3.531000,3.531000,0
2016-04-18,3.524100,3.612200,3.475400,3.524400,3.524400,0
2016-04-25,3.559900,3.565700,3.424700,3.432800,3.432800,0
2016-05-02,3.431400,3.577100,3.412900,3.533100,3.533100,0
2016-05-09,3.504500,3.664100,3.422500,3.477100,3.477100,0
2016-05-16,3.527900,3.612800,3.476800,3.557300,3.557300,0
2016-05-23,3.537500,3.624200,3.510000,3.608900,3.608900,0
2016-05-30,3.581600,3.631400,3.525800,3.580100,3.580100,0
2016-06-06,3.529800,3.529800,3.335700,3.395900,3.395900,0
2016-06-13,3.398300,3.510300,3.393000,3.412800,3.412800,0
2016-06-20,3.414100,3.443200,3.315300,3.337000,3.337000,0
2016-06-27,3.367700,3.407100,3.190800,3.230600,3.230600,0
2016-07-04,3.233200,3.363100,3.210600,3.297700,3.297700,0
2016-07-11,3.295200,3.314800,3.212000,3.276600,3.276600,0
2016-07-18,3.270300,3.289600,3.229800,3.268600,3.268600,0
2016-07-25,3.251500,3.288600,3.226600,3.246200,3.246200,0
2016-08-01,3.246800,3.288200,3.157900,3.186900,3.186900,0
2016-08-08,3.160100,3.190500,3.101200,3.190500,3.190500,0
2016-08-15,3.189900,3.244100,3.155100,3.204500,3.204500,0
2016-08-22,3.205600,3.264600,3.184400,3.264100,3.264100,0
2016-08-29,3.263800,3.286800,3.201200,3.256100,3.256100,0
2016-09-05,3.255800,3.280600,3.163500,3.271700,3.271700,0
2016-09-12,3.271700,3.364400,3.243300,3.265500,3.265500,0
2016-09-19,3.265200,3.275600,3.179500,3.243200,3.243200,0
2016-09-26,3.243600,3.259800,3.211200,3.259800,3.259800,0
2016-10-03,3.260800,3.261200,3.189100,3.219300,3.219300,0
2016-10-10,3.221600,3.224100,3.155900,3.202000,3.202000,0
2016-10-17,3.203900,3.204600,3.134700,3.148900,3.148900,0
2016-10-24,3.145400,3.203100,3.098100,3.203100,3.203100,0
2016-10-31,3.203100,3.260400,3.163200,3.232300,3.232300,0
2016-11-07,3.232300,3.494100,3.162000,3.390000,3.390000,0
2016-11-14,3.391700,3.473100,3.369200,3.382300,3.382300,0
2016-11-21,3.383200,3.462400,3.327100,3.421000,3.421000,0
2016-11-28,3.421000,3.577300,3.376600,3.474700,3.474700,0
2016-12-05,3.474700,3.504300,3.350100,3.377000,3.377000,0
2016-12-12,3.377700,3.406600,3.302100,3.390400,3.390400,0
2016-12-19,3.392400,3.401100,3.259500,3.269500,3.269500,0
2016-12-26,3.269500,3.293800,3.242100,3.253200,3.253200,0
2017-01-02,3.253200,3.289700,3.189400,3.222200,3.222200,0
2017-01-09,3.222400,3.227000,3.156600,3.186800,3.186800,0
2017-01-16,3.219800,3.241300,3.142300,3.142300,3.142300,0
2017-01-23,3.168900,3.187800,3.109600,3.109600,3.109600,0
2017-01-30,3.138700,3.160300,3.092900,3.119500,3.119500,0
2017-02-06,3.116000,3.133300,3.095900,3.107100,3.107100,0
2017-02-13,3.115800,3.121000,3.041300,3.095500,3.095500,0
2017-02-20,3.103500,3.109500,3.050400,3.094600,3.094600,0
2017-02-27,3.109500,3.157100,3.077400,3.120000,3.120000,0
2017-03-06,3.115300,3.194000,3.094900,3.147500,3.147500,0
2017-03-13,3.138200,3.178000,3.086600,3.086600,3.086600,0
2017-03-20,3.091800,3.146900,3.053500,3.109700,3.109700,0
2017-03-27,3.106300,3.174700,3.091500,3.121800,3.121800,0
2017-04-03,3.120300,3.145400,3.071800,3.144700,3.144700,0
2017-04-10,3.146000,3.152500,3.117700,3.143700,3.143700,0
2017-04-17,3.140200,3.154500,3.081200,3.146800,3.146800,0
2017-04-24,3.146800,3.208700,3.077900,3.176100,3.176100,0
2017-05-01,3.173300,3.190700,3.136000,3.177700,3.177700,0
2017-05-08,3.166500,3.197600,3.118500,3.177700,3.177700,0
2017-05-15,3.124100,3.405200,3.088900,3.253300,3.253300,0
2017-05-22,3.255900,3.304700,3.177700,3.177700,3.177700,0
2017-05-29,3.258100,3.272900,3.177700,3.249200,3.249200,0
2017-06-05,3.246900,3.299000,3.177700,3.177700,3.177700,0
2017-06-12,3.293700,3.331300,3.177700,3.288600,3.288600,0
2017-06-19,3.289300,3.344000,3.278900,3.341500,3.341500,0
2017-06-26,3.339700,3.342400,3.177700,3.177700,3.177700,0
2017-07-03,3.296800,3.329000,3.177700,3.177700,3.177700,0
2017-07-10,3.278900,3.300000,3.177700,3.177700,3.177700,0
2017-07-17,3.181500,3.185300,3.094700,3.177700,3.177700,0
2017-07-24,3.139500,3.177700,3.116100,3.177700,3.177700,0
2017-07-31,3.130400,3.177700,3.092400,3.129300,3.129300,0
2017-08-07,3.116200,3.191000,3.107900,3.177700,3.177700,0
2017-08-14,3.188800,3.202700,3.128500,3.177700,3.177700,0
2017-08-21,3.144900,3.179300,3.133300,3.158700,3.158700,0
2017-08-28,3.155800,3.177700,3.122800,3.177700,3.177700,0
2017-09-04,3.135800,3.177700,3.085100,3.177700,3.177700,0
2017-09-11,3.088500,3.177700,3.078800,3.109700,3.109700,0
2017-09-18,3.112000,3.177700,3.105500,3.123500,3.123500,0
2017-09-25,3.117200,3.197600,3.117200,3.163400,3.163400,0
2017-10-02,3.162200,3.171100,3.119800,3.155500,3.155500,0
2017-10-09,3.123300,3.187400,3.123300,3.143500,3.143500,0
2017-10-16,3.144300,3.195600,3.128700,3.192200,3.192200,0
2017-10-23,3.191100,3.296800,3.187400,3.231300,3.231300,0
2017-10-30,3.234800,3.331500,3.233000,3.312900,3.312900,0
2017-11-06,3.312700,3.313700,3.237000,3.272900,3.272900,0
2017-11-13,3.276600,3.313200,3.252400,3.252400,3.252400,0
2017-11-20,3.255800,3.272900,3.218500,3.231500,3.231500,0
2017-11-27,3.231800,3.285800,3.200700,3.253000,3.253000,0
2017-12-04,3.256600,3.316100,3.219300,3.287800,3.287800,0
2017-12-11,3.287800,3.344400,3.272900,3.289700,3.289700,0
2017-12-18,3.293500,3.335500,3.256900,3.335500,3.335500,0
2017-12-25,3.336000,3.336400,3.279500,3.311000,3.311000,0
2018-01-01,3.310500,3.312700,3.221400,3.225900,3.225900,0
2018-01-08,3.228100,3.253900,3.177300,3.200700,3.200700,0
2018-01-15,3.202400,3.237400,3.176100,3.191200,3.191200,0
2018-01-22,3.193800,3.238200,3.121500,3.146900,3.146900,0
2018-01-29,3.152600,3.220600,3.143800,3.216900,3.216900,0
2018-02-05,3.216900,3.307500,3.213800,3.292800,3.292800,0
2018-02-12,3.292500,3.298700,3.191600,3.229800,3.229800,0
2018-02-19,3.229800,3.270800,3.221500,3.232900,3.232900,0
2018-02-26,3.238500,3.269200,3.220500,3.250500,3.250500,0
2018-03-05,3.250500,3.267400,3.206100,3.266100,3.266100,0
2018-03-12,3.256100,3.297200,3.235700,3.282100,3.282100,0
2018-03-19,3.278600,3.314800,3.267300,3.310500,3.310500,0
2018-03-26,3.308700,3.343000,3.289700,3.303600,3.303600,0
2018-04-02,3.302800,3.377200,3.296400,3.366500,3.366500,0
2018-04-09,3.369000,3.434400,3.360300,3.421200,3.421200,0
2018-04-16,3.389700,3.433200,3.360600,3.410300,3.410300,0
2018-04-23,3.413800,3.513500,3.404100,3.455900,3.455900,0
2018-04-30,3.456900,3.564400,3.453800,3.528400,3.528400,0
2018-05-07,3.510700,3.599500,3.510700,3.599500,3.599500,0
2018-05-14,3.603000,3.765600,3.568400,3.736000,3.736000,0
2018-05-21,3.735700,3.737300,3.600000,3.673100,3.673100,0
2018-05-28,3.626200,3.765900,3.625000,3.758700,3.758700,0
2018-06-04,3.762200,3.942000,3.703500,3.703500,3.703500,0
2018-06-11,3.707000,3.804500,3.670400,3.728400,3.728400,0
2018-06-18,3.730400,3.800400,3.706800,3.765100,3.765100,0
2018-06-25,3.779300,3.878300,3.745000,3.875500,3.875500,0
2018-07-02,3.875300,3.950600,3.857000,3.861500,3.861500,0
2018-07-09,3.857000,3.898500,3.811800,3.848900,3.848900,0
2018-07-16,3.850800,3.889800,3.760400,3.762200,3.762200,0
2018-07-23,3.762200,3.801000,3.668800,3.711800,3.711800,0
2018-07-30,3.709900,3.779200,3.686600,3.705500,3.705500,0
2018-08-06,3.705900,3.871100,3.690800,3.859600,3.859600,0
2018-08-13,3.858200,3.950000,3.852600,3.909100,3.909100,0
2018-08-20,3.907500,4.128000,3.907300,4.112300,4.112300,0
2018-08-27,4.070900,4.207600,4.049300,4.053800,4.053800,0
2018-09-03,4.052500,4.184800,4.030600,4.058100,4.058100,0
2018-09-10,4.054700,4.206800,4.054700,4.205000,4.205000,0
2018-09-17,4.169700,4.202400,4.040300,4.049300,4.049300,0
2018-09-24,4.049700,4.139500,3.969800,4.048000,4.048000,0
2018-10-01,4.045600,4.060200,3.824000,3.834300,3.834300,0
2018-10-08,3.834300,3.843800,3.662500,3.781500,3.781500,0
2018-10-15,3.781500,3.782400,3.673400,3.720300,3.720300,0
2018-10-22,3.710400,3.732900,3.640300,3.641500,3.641500,0
2018-10-29,3.641600,3.742200,3.586100,3.693800,3.693800,0
2018-11-05,3.700300,3.784100,3.691800,3.732300,3.732300,0
2018-11-12,3.729400,3.816300,3.728500,3.738500,3.738500,0
2018-11-19,3.742500,3.829800,3.718200,3.823300,3.823300,0
2018-11-26,3.825700,3.940000,3.819600,3.861900,3.861900,0
2018-12-03,3.865200,3.940800,3.806000,3.877800,3.877800,0
2018-12-10,3.906300,3.933200,3.831100,3.890700,3.890700,0
2018-12-17,3.915900,3.926600,3.830500,3.902700,3.902700,0
2018-12-24,3.903100,3.941900,3.828600,3.879900,3.879900,0
2018-12-31,3.879400,3.895900,3.711500,3.713800,3.713800,0
2019-01-07,3.713700,3.738000,3.673800,3.709900,3.709900,0
2019-01-14,3.710000,3.772000,3.690300,3.748900,3.748900,0
2019-01-21,3.750200,3.814300,3.710300,3.769600,3.769600,0
2019-01-28,3.753300,3.785300,3.635200,3.658300,3.658300,0
2019-02-04,3.657300,3.745600,3.655700,3.728600,3.728600,0
2019-02-11,3.727900,3.791300,3.695800,3.699000,3.699000,0
2019-02-18,3.698700,3.769700,3.685600,3.743500,3.743500,0
2019-02-25,3.746300,3.793900,3.716600,3.772700,3.772700,0
2019-03-04,3.772700,3.899700,3.758800,3.868100,3.868100,0
2019-03-11,3.866700,3.868600,3.800600,3.840500,3.840500,0
2019-03-18,3.811500,3.909000,3.740000,3.906000,3.906000,0
2019-03-25,3.902900,4.006400,3.828600,3.921600,3.921600,0
2019-04-01,3.883700,3.921600,3.822000,3.855900,3.855900,0
2019-04-08,3.871800,3.880400,3.806100,3.872300,3.872300,0
2019-04-15,3.880900,3.949200,3.861800,3.926700,3.926700,0
2019-04-22,3.919600,4.002600,3.900000,3.928400,3.928400,0
2019-04-29,3.923700,3.969900,3.907200,3.966200,3.966200,0
2019-05-06,3.933800,3.997400,3.906000,3.945400,3.945400,0
2019-05-13,3.924200,4.109000,3.924200,4.046200,4.046200,0
2019-05-20,4.095800,4.119300,4.012100,4.018700,4.018700,0
2019-05-27,4.012000,4.050600,3.908700,3.980000,3.980000,0
2019-06-03,3.919800,3.929000,3.837100,3.878400,3.878400,0
2019-06-10,3.882900,3.898000,3.830200,3.895000,3.895000,0
2019-06-17,3.893700,3.904000,3.811600,3.837700,3.837700,0
2019-06-24,3.792000,3.871000,3.792000,3.816000,3.816000,0
2019-07-01,3.849400,3.878200,3.783500,3.820500,3.820500,0
2019-07-08,3.818900,3.821200,3.720700,3.736900,3.736900,0
2019-07-15,3.729500,3.767800,3.702000,3.746700,3.746700,0
2019-07-22,3.746700,3.802900,3.716800,3.775200,3.775200,0
2019-07-29,3.773200,3.891500,3.746300,3.837300,3.837300,0
2019-08-05,3.887700,3.990300,3.881700,3.917600,3.917600,0
2019-08-12,3.938900,4.050500,3.918700,3.990100,3.990100,0
2019-08-19,4.004400,4.110900,3.990400,4.118700,4.118700,0
2019-08-26,4.119600,4.181200,4.098000,4.168100,4.168100,0
2019-09-02,4.142700,4.184800,4.047500,4.060400,4.060400,0
2019-09-09,4.063000,4.126300,4.024600,4.083600,4.083600,0
2019-09-16,4.082600,4.181100,4.040200,4.166600,4.166600,0
2019-09-23,4.147000,4.193000,4.121400,4.157600,4.157600,0
2019-09-30,4.155200,4.182600,4.051900,4.055600,4.055600,0
2019-10-07,4.053000,4.133400,4.051900,4.109700,4.109700,0
2019-10-14,4.112500,4.185700,4.085910,4.161100,4.161100,0
2019-10-21,4.116100,4.149000,3.990900,4.003000,4.003000,0
2019-10-28,4.003100,4.029000,3.955400,3.988100,3.988100,0
2019-11-04,3.988100,4.169800,3.972900,4.099500,4.099500,0
2019-11-11,4.133400,4.194900,4.133400,4.192980,4.192980,0
2019-11-18,4.194800,4.219700,4.167250,4.194900,4.194900,0
2019-11-25,4.195400,4.268500,4.174400,4.234590,4.234590,0
2019-12-02,4.236100,4.247200,4.139900,4.139900,4.139900,0
2019-12-09,4.118900,4.158200,4.073500,4.106900,4.106900,0
2019-12-16,4.085800,4.109000,4.038000,4.098050,4.098050,0
2019-12-23,4.079900,4.102700,4.032770,4.043960,4.043960,0
2019-12-30,4.022300,4.067010,4.000820,4.065300,4.065300,0
2020-01-06,4.057000,4.094200,4.037520,4.058180,4.058180,0
2020-01-13,4.090400,4.190500,4.088030,4.159900,4.159900,0
2020-01-20,4.161600,4.211300,4.147400,4.179800,4.179800,0
2020-01-27,4.159500,4.284200,4.159500,4.281000,4.281000,0
2020-02-03,4.282600,4.322100,4.207220,4.319000,4.319000,0
2020-02-10,4.320400,4.380100,4.296000,4.296000,4.296000,0
2020-02-17,4.297000,4.403200,4.294350,4.388100,4.388100,0
2020-02-24,4.389800,4.512300,4.350480,4.470510,4.470510,0
2020-03-02,4.441300,4.669100,4.441300,4.625800,4.625800,0
2020-03-09,4.625500,5.015700,4.615200,4.858100,4.858100,0
2020-03-16,4.852600,5.210500,4.852600,5.094200,5.094200,0
2020-03-23,5.045500,5.142900,4.973900,5.099000,5.099000,0
2020-03-30,5.100300,5.351300,5.077650,5.255300,5.255300,0
2020-04-06,5.340400,5.348700,5.050000,5.105500,5.105500,0
2020-04-13,5.105600,5.272100,5.071870,5.235400,5.235400,0
2020-04-20,5.233700,5.713500,5.233070,5.591800,5.591800,0
2020-04-27,5.592100,5.682500,5.538300,5.652600,5.652600,0
2020-04-29,5.496700,5.526100,5.366600,5.411700,5.411700,0
